fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.99265,3.15,0.45,12.8,white,False,7.6000000000000005,0.2758620657946889,2.451005098112319,0.032467190137501496,12.70592,0.8281249353027395,0
6.6,0.41,0.31,1.6,0.042,18.0,101.0,0.99195,3.13,0.41,10.5,white,False,7.319999999999999,0.17821782001764536,0.9555114450274363,0.04114194333117518,10.415475,0.1523809378684821,0
6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.99168,3.31,0.55,11.5,white,False,6.880000000000001,0.2857142823129252,1.252762968495368,0.03149866705937099,11.40432,0.21739128544423605,0
8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,white,False,9.06,0.19999999200000032,0.5306282510621704,0.039220713153281295,10.4139,0.06666666031746092,0
8.4,0.36,0.36,11.1,0.032,21.0,132.0,0.99313,2.95,0.39,13.0,white,False,9.12,0.15909090788567495,2.4932054526026954,0.03149866705937099,12.910689999999999,0.8538460881656855,0
5.2,0.285,0.29,5.15,0.035,64.0,138.0,0.9895,3.19,0.34,12.4,white,False,5.775,0.4637681125813905,1.8164520818184267,0.0344014267173324,12.2698,0.41532254715140754,1
6.9,0.2,0.3,4.7,0.041,40.0,148.0,0.9932,3.16,0.35,10.2,white,False,7.4,0.27027026844411983,1.7404661748405046,0.04018178963283184,10.13064,0.460784268550562,0
6.7,0.42,0.46,9.7,0.054,67.0,234.0,0.99848,3.23,0.5,9.0,white,False,7.58,0.28632478510117615,2.3702437414678603,0.05259245011917058,8.986320000000001,1.0777776580247047,0
6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,white,False,6.7,0.5555555519244735,0.9932517730102833,0.037295784743696894,11.8908,0.1416666548611121,1
6.4,0.125,0.36,1.4,0.044,22.0,68.0,0.99014,3.15,0.5,11.7,white,False,6.885000000000001,0.3235294070069205,0.8754687373538999,0.04305948946044697,11.584638,0.11965810943093083,1
6.4,0.44,0.26,2.0,0.054,20.0,180.0,0.9952,3.58,0.57,10.0,white,False,7.1000000000000005,0.11111111049382716,1.0986122886681098,0.05259245011917058,9.952,0.19999998000000202,0
7.0,0.31,0.39,7.5,0.055,42.0,218.0,0.99652,3.37,0.54,10.3,white,False,7.699999999999999,0.1926605495749516,2.1400661634962708,0.05354076692802982,10.264156,0.7281552691111389,0
8.6,0.18,0.28,0.8,0.032,25.0,78.0,0.99104,2.99,0.38,11.1,white,False,9.059999999999999,0.32051281640368184,0.5877866649021191,0.03149866705937099,11.000544,0.07207206557909321,0
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,white,False,6.67,0.39333333071111115,2.6461747973841225,0.048790164169432,8.97948,1.4555553938271786,0
6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,3.4,0.58,10.5,white,False,6.63,0.3814432950366671,0.7419373447293773,0.03052920503482287,10.418099999999999,0.10476189478458146,0
6.5,0.22,0.32,2.2,0.028,36.0,92.0,0.99076,3.27,0.59,11.9,white,False,7.04,0.3913043435727789,1.1631508098056809,0.027615167032973367,11.790044,0.18487393404420724,1
6.2,0.36,0.14,8.9,0.036,38.0,155.0,0.99622,3.27,0.5,9.4,white,False,6.7,0.2451612887408949,2.2925347571405443,0.03536714383729131,9.364468,0.9468084099139991,0
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.9902,3.31,0.52,11.4,white,False,6.16,0.32098765035817717,0.7419373447293773,0.0344014267173324,11.28828,0.09649121960603338,0
6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.99114,3.31,0.58,10.8,white,False,6.970000000000001,0.35087718990458605,0.6418538861723948,0.03343477608623739,10.704312000000002,0.08333332561728467,1
7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,3.1,0.46,9.8,white,False,8.17,0.2547770684409104,0.9932517730102833,0.07045846364856141,9.73924,0.17346937005414592,0
6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.99594,3.2,0.45,9.3,white,False,7.319999999999999,0.322404369822927,2.066862759472976,0.045928931888399804,9.262242,0.7419354040929673,0
6.2,0.2,0.31,1.0,0.031,22.0,73.0,0.99035,3.24,0.52,11.3,white,False,6.71,0.3013698588853444,0.6931471805599453,0.03052920503482287,11.190955,0.0884955673897728,0
6.2,0.18,0.3,1.0,0.031,23.0,73.0,0.99032,3.23,0.52,11.3,white,False,6.68,0.31506848883467825,0.6931471805599453,0.03052920503482287,11.190616,0.0884955673897728,0
6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.99558,3.22,0.48,9.5,white,False,6.67,0.28823529242214535,2.151762203259462,0.03052920503482287,9.45801,0.7999999157894826,0
7.7,0.18,0.3,1.2,0.046,49.0,199.0,0.99413,3.03,0.38,9.3,white,False,8.18,0.24623115454155198,0.7884573603642702,0.044973365642731154,9.245409,0.12903224419008127,0
6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,3.03,0.54,11.4,white,False,7.42,0.2716049349184576,0.6931471805599453,0.04018178963283184,11.290902,0.08771929055093942,0
6.0,0.44,0.26,3.1,0.053,57.0,128.0,0.98982,3.22,0.39,12.7,white,False,6.7,0.44531249652099614,1.410986973710262,0.05164323315183845,12.570713999999999,0.2440944689689395,0
7.1,0.36,0.4,1.95,0.033,26.0,118.0,0.98934,3.2,0.45,13.5,white,False,7.86,0.22033898118356796,1.0818051703517284,0.032467190137501496,13.35609,0.14444443374485677,1
5.7,0.28,0.28,2.2,0.019,15.0,65.0,0.9902,3.06,0.52,11.2,white,False,6.260000000000001,0.23076922721893497,1.1631508098056809,0.018821754240587758,11.09024,0.19642855389030772,0
6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41,10.7,white,False,6.880000000000001,0.32203389557598394,2.277267285009756,0.037295784743696894,10.641043,0.8177569329199129,0
7.4,0.28,0.4,11.9,0.032,13.0,92.0,0.99629,3.01,0.46,10.8,white,False,8.08,0.14130434629017016,2.5572273113676265,0.03149866705937099,10.759932000000001,1.1018517498285416,0
6.7,0.39,0.31,2.7,0.054,27.0,202.0,0.9948,3.46,0.57,10.5,white,False,7.3999999999999995,0.13366336567493384,1.308332819650179,0.05259245011917058,10.4454,0.2571428326530636,0
6.5,0.44,0.47,5.45,0.014,44.0,137.0,0.98984,3.13,0.32,13.0,white,False,7.41,0.32116788086738773,1.864080130807681,0.013902905168991422,12.867920000000002,0.41923073698225105,1
6.9,0.22,0.31,6.3,0.029,41.0,131.0,0.99326,3.08,0.49,10.8,white,False,7.43,0.3129770968475031,1.9878743481543455,0.028587456851912555,10.727208000000001,0.5833332793209927,0
6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,3.05,0.5,9.1,white,False,7.109999999999999,0.3305084717753519,2.7343675094195836,0.044973365642731154,9.084894,1.5824174085255598,0
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,3.1,0.5,10.1,white,False,8.25,0.3418367329498126,2.174751721484161,0.037295784743696894,10.055055,0.7722771512596881,0
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,white,False,5.6850000000000005,0.22033897931628849,0.9555114450274363,0.027615167032973367,11.778025000000001,0.1344537702139689,1
7.0,0.31,0.31,9.1,0.036,45.0,140.0,0.99216,2.98,0.31,12.0,white,False,7.619999999999999,0.3214285691326531,2.312535423847214,0.03536714383729131,11.90592,0.7583332701388942,1
5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95,11.6,white,False,6.21,0.5510204044148271,0.832909122935104,0.04018178963283184,11.485159999999999,0.11206895585612452,1
6.4,0.25,0.32,11.3,0.038,69.0,192.0,0.99573,3.14,0.5,10.2,white,False,6.970000000000001,0.35937499812825524,2.509599262378372,0.037295784743696894,10.156445999999999,1.1078430286428405,0
5.3,0.21,0.29,0.7,0.028,11.0,66.0,0.99215,3.3,0.4,9.8,white,False,5.8,0.16666666414141418,0.5306282510621704,0.027615167032973367,9.72307,0.07142856413994243,0
7.1,0.27,0.28,1.25,0.023,3.0,89.0,0.98993,2.95,0.3,11.4,white,False,7.6499999999999995,0.03370786478979927,0.8109302162163288,0.022739486969489426,11.285202,0.10964911318867429,0
5.2,0.17,0.27,0.7,0.03,11.0,68.0,0.99218,3.3,0.41,9.8,white,False,5.640000000000001,0.16176470350346026,0.5306282510621704,0.0295588022415444,9.723364,0.07142856413994243,0
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,white,False,7.41,0.418367342669721,2.424802725718295,0.038258712117090345,9.757272,1.051020300916296,1
7.1,0.29,0.34,7.8,0.036,49.0,128.0,0.99397,3.21,0.4,10.7,white,False,7.7299999999999995,0.3828124970092774,2.174751721484161,0.03536714383729131,10.635479,0.7289718944886081,0
7.2,0.3,0.3,8.7,0.022,14.0,111.0,0.99576,3.11,0.61,10.6,white,False,7.8,0.12612612498985473,2.272125885509337,0.02176149178151269,10.555055999999999,0.8207546395514491,0
6.8,0.26,0.46,8.3,0.037,49.0,173.0,0.99601,3.17,0.47,9.3,white,False,7.52,0.2832369925824451,2.2300144001592104,0.03633192924739028,9.262893,0.8924730223147289,0
4.9,0.33,0.31,1.2,0.016,39.0,150.0,0.98713,3.33,0.59,14.0,white,False,5.54,0.2599999982666667,0.7884573603642702,0.01587334915629015,13.81982,0.08571427959183717,1
5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,white,False,5.67,0.2523364462398463,2.2300144001592104,0.025667746748577788,10.92388,0.7545453859504195,0
6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.99582,3.21,0.45,9.4,white,False,7.539999999999999,0.3021978005373747,1.9740810260220096,0.04783732941416013,9.360708,0.6595743979176173,0
6.0,0.28,0.52,5.0,0.078,30.0,139.0,0.99494,3.1,0.36,9.0,white,False,6.800000000000001,0.21582733657678174,1.791759469228055,0.07510747248680541,8.954460000000001,0.5555554938271674,0
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0,white,False,6.53,0.07407407338820303,1.0296194171811581,0.04114194333117518,8.9361,0.19999997777778028,0
7.2,0.2,0.22,1.6,0.044,17.0,101.0,0.99471,3.37,0.53,10.0,white,False,7.62,0.16831683001666506,0.9555114450274363,0.04305948946044697,9.947099999999999,0.15999998400000162,0
6.1,0.27,0.25,1.8,0.041,9.0,109.0,0.9929,3.08,0.54,9.0,white,False,6.619999999999999,0.08256880658193756,1.0296194171811581,0.04018178963283184,8.9361,0.19999997777778028,0
6.4,0.29,0.3,2.9,0.036,25.0,79.0,0.99037,3.29,0.6,12.4,white,False,6.99,0.3164556921967634,1.3609765531356006,0.03536714383729131,12.280588,0.23387094888137508,1
7.4,0.35,0.24,6.0,0.042,28.0,123.0,0.99304,3.14,0.44,11.3,white,False,7.99,0.22764227457201403,1.9459101490553132,0.04114194333117518,11.221352000000001,0.5309734043386368,0
8.1,0.12,0.38,0.9,0.034,36.0,86.0,0.99026,2.8,0.55,12.0,white,False,8.6,0.4186046462952948,0.6418538861723948,0.03343477608623739,11.88312,0.07499999375000052,0
6.4,0.12,0.3,1.1,0.031,37.0,94.0,0.98986,3.01,0.56,11.7,white,False,6.82,0.3936170170891807,0.7419373447293773,0.03052920503482287,11.581361999999999,0.09401708598144566,0
7.3,0.4,0.26,5.45,0.016,26.0,90.0,0.98951,2.84,0.54,13.2,white,False,7.96,0.2888888856790124,1.864080130807681,0.01587334915629015,13.061532,0.41287875660009427,1
7.7,0.11,0.34,14.05,0.04,41.0,114.0,0.99634,3.07,0.59,11.0,white,False,8.15,0.3596491196522007,2.711377991194885,0.039220713153281295,10.95974,1.2772726111570356,1
6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.99368,3.22,0.54,11.0,white,False,7.540000000000001,0.26315789242843957,2.1972245773362196,0.0295588022415444,10.93048,0.7272726611570308,0
6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,white,False,7.66,0.14893616862833864,2.6461747973841225,0.10616019582839065,9.180864,1.423912888705121,0
7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,3.08,0.48,13.0,white,False,8.17,0.3362831828647506,1.7749523509116738,0.020782539182528502,12.873380000000001,0.37692304792899634,1
5.8,0.19,0.24,1.3,0.044,38.0,128.0,0.99362,3.77,0.6,10.6,white,False,6.23,0.2968749976806641,0.832909122935104,0.04305948946044697,10.532371999999999,0.12264149786400966,0
5.5,0.34,0.26,2.2,0.021,31.0,119.0,0.98919,3.55,0.49,13.0,white,False,6.1,0.26050419949156134,1.1631508098056809,0.020782539182528502,12.85947,0.16923075621301878,1
6.6,0.23,0.3,14.9,0.051,33.0,118.0,0.99835,3.04,0.54,9.0,white,False,7.13,0.27966101457914394,2.766319109226186,0.04974209189481407,8.985149999999999,1.655555371604959,0
8.4,0.31,0.31,0.95,0.021,52.0,148.0,0.99038,2.93,0.32,11.5,white,False,9.020000000000001,0.35135134897735576,0.6678293725756554,0.020782539182528502,11.38937,0.0826086884688097,0
6.7,0.2,0.3,1.4,0.025,17.0,76.0,0.99104,3.11,0.44,11.0,white,False,7.2,0.22368420758310253,0.8754687373538999,0.0246926125903715,10.901440000000001,0.1272727157024804,0
7.3,0.26,0.24,1.7,0.05,10.0,112.0,0.99286,3.11,0.43,9.9,white,False,7.8,0.08928571348852042,0.9932517730102833,0.048790164169432,9.829314,0.1717171543720046,0
6.3,0.22,0.22,5.6,0.039,31.0,128.0,0.99296,3.12,0.46,10.4,white,False,6.739999999999999,0.24218749810791018,1.8870696490323797,0.038258712117090345,10.326784,0.5384614866863955,0
7.5,0.19,0.4,7.1,0.056,50.0,110.0,0.9954,3.06,0.52,9.9,white,False,8.09,0.4545454504132232,2.0918640616783932,0.05448818528406973,9.85446,0.7171716447301368,0
8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9914,3.07,0.47,11.0,white,False,8.47,0.43827160223289136,0.7884573603642702,0.04401688541677433,10.9054,0.10909089917355462,0
6.8,0.32,0.39,9.6,0.026,34.0,124.0,0.99286,3.18,0.35,12.1,white,False,7.51,0.2741935461758585,2.3608540011180215,0.025667746748577788,12.013606,0.7933883641827799,0
6.6,0.23,0.2,11.4,0.044,45.0,131.0,0.99604,2.96,0.51,9.7,white,False,7.03,0.3435114477594546,2.517696472610991,0.04305948946044697,9.661588,1.1752576107981847,0
6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.99119,2.99,0.3,12.2,white,False,7.32,0.3170731681538767,2.186051276738094,0.03343477608623739,12.092518,0.6475409305294321,1
6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,3.15,0.31,12.4,white,False,6.8999999999999995,0.274336280758086,1.791759469228055,0.01587334915629015,12.276868,0.40322577393340536,1
8.5,0.23,0.28,11.1,0.033,30.0,97.0,0.99507,3.03,0.39,10.5,white,False,9.01,0.30927834732702736,2.4932054526026954,0.032467190137501496,10.448235,1.0571427564625946,1
7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.99596,3.28,0.57,10.4,white,False,7.51,0.13615023410258106,2.1972245773362196,0.048790164169432,10.357984,0.7692306952662793,0
6.0,0.26,0.32,3.8,0.029,48.0,180.0,0.99011,3.15,0.34,12.0,white,False,6.58,0.26666666518518517,1.5686159179138452,0.028587456851912555,11.88132,0.31666664027777996,0
6.9,0.3,0.3,10.55,0.037,4.0,28.0,0.99184,3.07,0.32,12.7,white,False,7.5,0.14285713775510223,2.446685436967803,0.03633192924739028,12.596368,0.8307085960071973,0
6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,white,False,7.16,0.25217391085066165,2.4159137783010487,0.038258712117090345,10.842121,0.93577973066241,1
6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,white,False,7.26,0.2566371658704676,2.379546134130174,0.038258712117090345,10.835254,0.8990824863227078,1
7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,white,False,7.7,0.16504854208690736,1.9878743481543455,0.03343477608623739,11.32077,0.5526315304709184,1
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,3.22,0.41,11.0,white,False,6.680000000000001,0.4021739108577505,0.7419373447293773,0.03536714383729131,10.900559999999999,0.09999999090909176,0
5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,3.45,0.31,12.6,white,False,5.59,0.32584269479863653,1.7047480922384253,0.03149866705937099,12.468456,0.3571428287981882,1
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,white,False,6.95,0.2960526296312327,1.9878743481543455,0.03343477608623739,11.50836,0.5431034014566034,1
6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,white,False,7.07,0.22307692136094676,2.4765384001174837,0.037295784743696894,10.44708,1.0380951392290345,1
6.6,0.28,0.34,0.8,0.037,42.0,119.0,0.9888,3.03,0.37,12.5,white,False,7.22,0.352941173504696,0.5877866649021191,0.03633192924739028,12.36,0.06399999488000041,0
6.5,0.35,0.36,0.8,0.034,32.0,111.0,0.98942,3.11,0.5,12.1,white,False,7.21,0.28828828569109655,0.5877866649021191,0.03343477608623739,11.971981999999999,0.06611569701523166,1
6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,white,False,7.48,0.22151898593975325,0.7884573603642702,0.0344014267173324,11.196266000000001,0.10619468086772735,0
6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.98802,3.07,0.64,13.3,white,False,6.62,0.16071428427933676,0.832909122935104,0.0246926125903715,13.140666000000001,0.09774435355305612,1
6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.99074,3.16,0.51,11.0,white,False,6.84,0.23423423212401592,0.7884573603642702,0.03343477608623739,10.89814,0.10909089917355462,0
6.9,0.3,0.36,0.9,0.037,40.0,156.0,0.98968,3.08,0.36,12.1,white,False,7.5600000000000005,0.25641025476660095,0.6418538861723948,0.03633192924739028,11.975128,0.07438015914213561,0
5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,white,False,5.63,0.3121387265194293,1.547562508716013,0.0295588022415444,12.8531,0.2846153627218952,1
6.5,0.2,0.5,18.1,0.054,50.0,221.0,0.99941,2.94,0.64,8.8,white,False,7.2,0.22624434286767267,2.9496883350525844,0.05259245011917058,8.794808000000002,2.0568179480888698,0
6.7,0.25,0.31,1.35,0.061,30.5,218.0,0.99388,3.16,0.53,9.5,white,False,7.26,0.13990825623895295,0.8544153281560676,0.05921185963184609,9.44186,0.1421052481994476,0
6.6,0.22,0.36,5.5,0.029,30.0,105.0,0.99206,3.2,0.47,11.8,white,False,7.18,0.2857142829931973,1.8718021769015913,0.028587456851912555,11.706308000000002,0.46610165541511395,0
6.8,0.25,0.37,3.1,0.026,29.0,93.0,0.99035,3.14,0.45,12.2,white,False,7.42,0.3118279536362586,1.410986973710262,0.025667746748577788,12.08227,0.25409833982800495,0
7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,white,False,7.5,0.3428571395918368,2.6282852326333477,0.04114194333117518,10.655166999999999,1.2009344672023863,0
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,white,False,7.79,0.17910447493873918,3.0349529867072724,0.039220713153281295,10.973600000000001,1.7999998363636514,0
7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,2.99,0.44,11.4,white,False,7.82,0.13461538332100592,2.224623551524334,0.019802627296179712,11.327268,0.7236841470452503,0
5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34,12.0,white,False,6.54,0.42222221909465024,1.5686159179138452,0.0344014267173324,11.881920000000001,0.31666664027777996,0
6.8,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,3.02,0.39,11.9,white,False,7.329999999999999,0.27272727047332834,2.066862759472976,0.03633192924739028,11.801944,0.5798318840477409,1
8.4,0.32,0.35,11.7,0.029,3.0,46.0,0.99439,3.02,0.34,11.8,white,False,9.07,0.06521738988657848,2.5416019934645457,0.028587456851912555,11.733802,0.9915253397012423,0
6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,white,False,7.36,0.06818181740702481,1.7227665977411035,0.044973365642731154,10.542548,0.43396222321111105,0
8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,white,False,8.950000000000001,0.18045112646277348,1.6094379124341003,0.048790164169432,9.643545999999999,0.41237109150813495,0
5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,3.76,0.63,11.0,white,False,5.91,0.4539473654345568,0.7884573603642702,0.04401688541677433,10.90958,0.10909089917355462,1
8.4,0.22,0.3,8.9,0.024,17.0,118.0,0.99456,2.99,0.34,10.5,white,False,8.920000000000002,0.144067795389256,2.2925347571405443,0.023716526617316044,10.44288,0.8476189668934319,0
7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,3.1,0.45,10.4,white,False,7.94,0.2933333313777778,2.5416019934645457,0.0344014267173324,10.356112,1.1249998918269335,0
7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,3.2,0.55,10.5,white,False,8.049999999999999,0.15217391194076876,1.9740810260220096,0.048790164169432,10.45233,0.5904761342403683,0
7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,white,False,7.859999999999999,0.1549295763737354,2.760009940032921,0.023716526617316044,11.94216,1.2333332305555642,1
5.8,0.19,0.25,10.8,0.042,33.0,124.0,0.99646,3.22,0.41,9.2,white,False,6.24,0.2661290301118627,2.468099531471619,0.04114194333117518,9.167432,1.1739129158790311,0
6.7,0.14,0.46,1.6,0.036,15.0,92.0,0.99264,3.37,0.49,10.9,white,False,7.3,0.16304347648865786,0.9555114450274363,0.03536714383729131,10.819776,0.14678897735880944,0
6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.99578,3.15,0.5,9.5,white,False,7.42,0.2702702688093499,2.2300144001592104,0.04401688541677433,9.45991,0.8736841185595666,0
6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55,9.4,white,False,7.62,0.23076922928994084,2.2407096892759584,0.04114194333117518,9.362776,0.8936169262109653,0
6.0,0.24,0.33,2.5,0.026,31.0,85.0,0.99014,3.13,0.5,11.3,white,False,6.57,0.3647058780622838,1.252762968495368,0.025667746748577788,11.188582,0.221238918474432,1
6.8,0.29,0.34,3.5,0.054,26.0,189.0,0.99489,3.42,0.58,10.4,white,False,7.43,0.1375661368382744,1.5040773967762742,0.05259245011917058,10.346856,0.33653842917899723,0
6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,white,False,7.05,0.3352941156747405,2.9014215940827497,0.03633192924739028,9.389096,1.8297870393843576,0
6.5,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,3.02,0.52,11.3,white,False,7.180000000000001,0.4134615344859468,1.1314021114911006,0.026641930946421175,11.193102,0.1858406915185229,0
6.3,0.27,0.29,12.2,0.044,59.0,196.0,0.99782,3.14,0.4,8.8,white,False,6.86,0.3010204066274469,2.580216829592325,0.04305948946044697,8.780816000000002,1.3863634788223318,0
6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,white,False,6.87,0.4461538427218935,2.5494451709255714,0.04401688541677433,10.748052000000001,1.0925924914266212,0
6.2,0.33,0.41,16.8,0.037,58.0,173.0,0.99882,3.25,0.57,9.4,white,False,6.94,0.3352601136690167,2.8791984572980396,0.03633192924739028,9.388908,1.7872338524219307,0
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,white,False,8.41,0.403508768390274,0.7419373447293773,0.14323416808590783,9.136519999999999,0.11956520439508651,0
6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,3.12,0.53,10.3,white,False,6.569999999999999,0.10416666594328704,2.7536607123542622,0.04305948946044697,10.265598,1.4271843274578322,0
5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,3.09,0.57,9.9,white,False,6.08,0.21212120997857364,1.8718021769015913,0.03343477608623739,9.833076,0.5555554994388384,0
6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,3.19,0.34,12.4,white,False,7.510000000000001,0.3392857112563776,1.9600947840472698,0.026641930946421175,12.286664,0.4919354441987545,0
7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,3.11,0.44,11.9,white,False,8.41,0.25149700448205387,0.7884573603642702,0.04018178963283184,11.79052,0.10084032766047667,0
7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,white,False,7.699999999999999,0.24999999810606063,0.832909122935104,0.022739486969489426,11.590838999999999,0.11111110161443578,0
7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,white,False,8.21,0.24623115454155198,2.272125885509337,0.11867152971749864,9.372834000000001,0.9255318164327855,0
6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.99452,3.53,0.53,9.6,white,False,6.695,0.5091911745985619,0.9932517730102833,0.038258712117090345,9.547391999999999,0.1770833148871547,0
5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,white,False,6.46,0.44571428316734696,2.4159137783010487,0.042101176018635396,10.3428,0.980769136464506,1
7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,3.09,0.47,9.5,white,False,8.129999999999999,0.2549019582852749,1.7047480922384253,0.04114194333117518,9.445565,0.4736841606648252,0
5.8,0.15,0.31,5.9,0.036,7.0,73.0,0.99152,3.2,0.43,11.9,white,False,6.26,0.09589040964533686,1.9315214116032138,0.03536714383729131,11.799088,0.4957982776640103,0
6.3,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,3.18,0.4,12.5,white,False,6.99,0.3103448249108205,0.9932517730102833,0.023716526617316044,12.366875,0.13599998912000089,0
6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,3.16,0.4,13.4,white,False,7.590000000000001,0.10909090710743806,0.8754687373538999,0.01587334915629015,13.249384,0.10447760414346237,0
7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,12.7,white,False,7.840000000000001,0.2368421031855956,1.8562979903656263,0.025667746748577788,12.595097999999998,0.42519681691363653,0
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,white,False,6.83,0.2596153833672337,2.186051276738094,0.04401688541677433,9.061052,0.8681317727327724,0
8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,white,False,9.17,0.3965517173008325,0.7419373447293773,0.025667746748577788,10.41432,0.10476189478458146,0
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,white,False,6.99,0.3295454526730372,2.0794415416798357,0.044973365642731154,10.343216,0.6730768583579945,0
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,white,False,7.51,0.2727272702479339,2.151762203259462,0.0295588022415444,12.3955,0.607999951360004,1
7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,white,False,8.41,0.42076502502314195,2.5877640352277083,0.037295784743696894,8.98002,1.3666665148148318,0
